rank,book,authors,year,country,language
272,The Secret History,Donna Tartt,1992,American,English
3377,So Far From God,Ana Castillo,1993,American,English
1730,Stone Butch Blues,Leslie Feinberg,1993,American,English
469,The Shipping News,Annie Proulx,1993,Canadian,English
3410,Native Speaker,Chang-rae Lee,1995,American,English
1719,Sabbath's Theater,Philip Roth,1995,American,English
5153,Under The Feet Of Jesus,Helena María Viramontes,1995,American,English
333,Infinite Jest,David Foster Wallace,1996,American,English
5291,I Love Dick,Chris Kraus,1997,American,English
397,Underworld,Don DeLillo,1997,American,English
2468,The Intuitionist,Colson Whitehead,1999,American,English
723,Blonde,Joyce Carol Oates,2000,American,English
591,House of Leaves,Mark Z. Danielewski,2000,American,English
305,The Amazing Adventures of Kavalier and Clay,Michael Chabon,2000,American,English
863,The Last Samurai,Helen DeWitt,2000,American,English
3135,The Quick And The Dead,Joy Williams,2000,American,English
1258,Erasure,Percival Everett,2001,American,English
5608,"I, The Divine",Rabih Alameddine,2001,Lebanese,English
231,The Corrections,Jonathan Franzen,2001,American,English
3030,Caramelo,Sandra Cisneros,2002,American,English
5698,Perma Red,Debra Magpie Earling,2002,American,English
5698,The Russian Debutante’s Handbook,Gary Shteyngart,2002,American,English
1094,The Namesake,Jhumpa Lahiri,2003,American,English
1342,Veronica,Mary Gaitskill,2005,American,English
385,The Brief Wondrous Life of Oscar Wao,Junot Diaz,2007,Dominican,English
408,A Visit From The Goon Squad,Jennifer Egan,2010,American,English
6633,I Hotel,Karen Tei Yamashita,2010,American,English
3054,Open City,Teju Cole,2011,American,English
1341,Salvage the Bones,Jesmyn Ward,2011,American,English
2034,The Round House,Louise Erdrich,2012,American,English
436,Americanah,Chimamanda Ngozi Adichie,2013,Nigerian,English
6980,Nevada,Imogen Binnie,2013,American,English
1376,A Brief History of Seven Killings,Marlon James,2014,Jamaican,English
