rank,book,authors,year,country,language
3271,Reveries of a Solitary Walker,Jean-Jacques Rousseau,1782,French,French
200,Dangerous Liaison,Pierre Choderlos de Laclos,1782,French,French
290,The Confessions of Jean-Jacques Rousseau,Jean-Jacques Rousseau,1782,French,French
866,The 120 Days of Sodom,Marquis de Sade,1904,French,French
662,Anton Reiser,Karl Philipp Moritz,1785,German,German
678,Vathek,William Beckford,1786,British,French
1012,Justine,Marquis de Sade,1791,French,French
465,Dream of the Red Chamber,Cao Xueqin,1754,Chinese,Chinese
733,The Adventures of Caleb Williams,William Godwin,1794,British,English
1887,The Interesting Narrative of the Life of Olaudah Equiano,Olaudah Equiano,1789,African,English
707,The Mysteries of Udolpho,Ann Radcliffe,1794,British,English
697,Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe,1795,German,German
456,The Monk,Matthew Lewis,1796,British,English
2507,Camilla,Fanny Burney,1796,British,English
399,Jacques the Fatalist and His Master,Denis Diderot,1796,French,French
2237,The Nun,Denis Diderot,1796,French,French
881,Hyperion,Friedrich Holderlin,1797,German,German
802,Castle Rackrent,Maria Edgeworth,1800,British,English
1480,Heinrich of Ofterdingen,Novalis,1802,German,German
914,Rameau's Nephew,Denis Diderot,1761,French,French
600,Elective Affinities,Johann Wolfgang von Goethe,1809,German,German
700,Michael Kohlhaas,Heinrich von Kleist,1810,German,German
413,Sense and Sensibility,Jane Austen,1811,British,English
15,Pride and Prejudice,Jane Austen,1813,British,English
501,Mansfield Park,Jane Austen,1814,British,English
76,Emma,Jane Austen,1815,British,English
1738,Rob Roy,Sir Walter Scott,1817,British,English
39,Frankenstein,Mary Shelley,1818,British,English
291,Ivanhoe,Sir Walter Scott,1819,British,English
366,Melmoth the Wanderer,Charles Robert Maturin,1820,British,English
1498,The Life and Opinions of the Tomcat Murr,E. T. A. Hoffmann,1819,German,German
249,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,1824,Scottish,English
882,The Life of a Good-For-Nothing,Joseph von Eichendorff,1826,German,German
488,The Last of the Mohicans,James Fenimore Cooper,1826,American,English
265,The Betrothed,Alessandro Manzoni,1827,Italian,Italian
43,The Red and the Black,Stendhal,1830,French,French
382,The Hunchback of Notre-Dame,Victor Hugo,1831,French,French
356,Eugene Onegin,Alexander Pushkin,1833,Russian,Russian
493,Eugenie Grandet,Honoré de Balzac,1833,French,French
218,Father Goriot,Honoré de Balzac,1835,French,French
1127,The Nose,Nikolai Gogol,1836,Russian,Russian
351,The Adventures of Oliver Twist,Charles Dickens,1837,British,English
1829,The Lion of Flanders,Hendrik Conscience,1838,Belgian,Dutch
137,The Charterhouse of Parma,Stendhal,1839,French,French
643,The Fall of the House of Usher,Edgar Allan Poe,1839,American,English
1489,Camera Obscura,Nicolaas Beets,1839,Dutch,Dutch
238,A Hero of Our Time,Mikhail Lermontov,1840,Russian,Russian
97,Dead Souls,Nikolai Gogol,1842,Russian,Russian
464,Lost Illusions,Honoré de Balzac,1837,French,French
2509,The Pit and the Pendulum,Edgar Allan Poe,1842,American,English
138,The Three Musketeers,Alexandre Dumas,1844,French,French
592,Facundo,Domingo Faustino Sarmiento,1845,Argentinian,Spanish
1994,The Devil's Pool,George Sand,1846,French,French
92,The Count of Monte Cristo,Alexandre Dumas,1844,French,French
30,Jane Eyre,Charlotte Brontë,1847,British,English
105,Vanity Fair,William Makepeace Thackeray,1847,British,English
14,Wuthering Heights,Emily Brontë,1847,British,English
1065,The Tenant of Wildfell Hall,Anne Brontë,1848,British,English
46,David Copperfield,Charles Dickens,1849,British,English
68,The Scarlet Letter,Nathaniel Hawthorne,1850,American,English
6,Moby-Dick,Herman Melville,1851,American,English
576,The House of the Seven Gables,Nathaniel Hawthorne,1851,American,English
173,Uncle Tom's Cabin,Harriet Beecher Stowe,1852,American,English
790,Cranford,Elizabeth Gaskell,1851,British,English
131,Bleak House,Charles Dickens,1852,British,English
106,Walden,Henry David Thoreau,1854,American,English
588,Green Henry,Gottfried Keller,1855,Swiss,German
426,North and South,Elizabeth Gaskell,1855,British,English
19,Madame Bovary,Gustave Flaubert,1857,French,French
918,Indian Summer,Adalbert Stifter,1857,Austrian,German
466,Adam Bede,George Eliot,1859,British,English
177,Oblomov,Ivan Goncharov,1859,Russian,Russian
147,The Woman in White,Wilkie Collins,1860,British,English
400,The Mill on the Floss,George Eliot,1860,British,English
