rank,book,authors,year,country,language
890,Malina,Ingeborg Bachmann,1971,Austrian,German
342,Go Tell it on the Mountain,James Baldwin,1953,American,English
154,Giovanni's Room,James Baldwin,1956,American,English
218,Father Goriot,Honoré de Balzac,1835,French,French
464,Lost Illusions,Honoré de Balzac,1837,French,French
1692,A Harlot High And Low,Honoré de Balzac,1839,French,French
3570,The Invisible Flag,Peter Bamm,1952,German,German
2707,Ved Vejen,Herman Bang,1886,Danish,Danish
4266,Novecento,Alessandro Baricco,1994,Italian,Italian
263,Nightwood,Djuna Barnes,1936,American,English
2220,A History Of The World In 10 1/2 Chapters,Julian Barnes,1989,British,English
4491,The Autobiography Of A Runaway Slave,Miguel Barnet,1966,Cuban,Spanish
1000,The Epistle To The Romans,Karl Barth,1919,Swiss,German
867,Mythologies,Roland Barthes,1957,French,French
3570,Bicycle Thieves,Luigi Bartolini,1946,Italian,Italian
353,The Garden of the Finzi-Continis,Giorgio Bassani,1962,Italian,Italian
195,The Flowers of Evil,Charles Baudelaire,1857,French,French
1877,Grand Hotel,Vicki Baum,1929,German,German
160,The Second Sex,Simone de Beauvoir,1949,French,French
5129,Abschied,Johannes R. Becher,1974,German,German
1198,Jacob the Liar,Jurek Becker,1969,German,German
139,Molloy,Samuel Beckett,1951,Irish,French
173,Uncle Tom's Cabin,Harriet Beecher Stowe,1852,American,English
4776,Wartime Lies,Louis Begley,1991,American,English
1542,Borstal Boy,Brendan Behan,1958,Irish,English
8192,Fredman's Epistles,Carl Michael Bellman,1999,Swedish,Swedish
273,The Adventures of Augie March,Saul Bellow,1953,American,English
316,Herzog,Saul Bellow,1964,American,English
706,Petersburg,Andrei Bely,1913,Russian,Russian
2283,The Sacred Night,Tahar Ben Jelloun,1987,Moroccan,French
2335,The Arcades Project,Walter Benjamin,1982,German,German
2208,Poems Of Gottfried Benn,Gottfried Benn,1948,German,German
3570,The Jazz Book,Joachim-Ernst Berendt,1953,German,German
3570,Der Großtyrann Und Das Gericht,Werner Bergengruen,1935,German,German
2333,Little Big Man,Thomas Berger,1964,American,English
3570,Laughter,Henri Bergson,1900,French,French
934,The Diary of a Country Priest,Georges Bernanos,1936,French,French
4250,Frost,Thomas Bernhard,1963,Austrian,German
2281,The Uses of Enchantment,Bruno Bettelheim,1976,Austrian,English
4307,And Really Frau Blum Would Very Much Like To Meet The Milkman,Peter Bichsel,1964,Swiss,German
5176,Der Mädchenkrieg,Manfred Bieler,1975,German,German
9555,The Cell,Horst Bienek,,German,Unknown
2728,The Devil's Dictionary,Ambrose Bierce,1906,American,English
2712,Physica,Hildegard of Bingen,1150,German,Latin
1250,The Invention Of Morel,Adolfo Bioy Casares,1940,Argentinian,Spanish
1994,Gedanken Und Erinnerungen,Otto von Bismarck,1898,German,German
1424,Pushkin House,Andrey Bitov,1978,Russian,Russian
1190,Songs of Innocence and Experience,William Blake,1789,British,English
6063,Kein Schöner Land,Silvio Blatter,1984,Swiss,German
2715,Out Of Africa,Karen Blixen,1937,Danish,Danish
1330,The Principle Of Hope,Ernst Bloch,1954,German,German
123,Decameron,Giovanni Boccaccio,1353,Italian,Italian
3570,And Never Said A Word,Heinrich Böll,1953,German,German
1879,Group Portrait with Lady,Heinrich Böll,1971,German,German
895,The Lost Honour of Katharina Blum,Heinrich Böll,1974,German,German
