rank,book,authors,year,country,language
16,To Kill a Mockingbird,Harper Lee,1960,American,English
385,The Brief Wondrous Life of Oscar Wao,Junot Diaz,2007,Dominican,English
1002,Lincoln in the Bardo,George Saunders,2017,American,English
196,And Then There Were None,Agatha Christie,1939,British,English
820,The Sellout,Paul Beatty,2015,American,English
1182,Birds of America,Lorrie Moore,1998,American,English
19,Madame Bovary,Gustave Flaubert,1857,French,French
3500,Little Fires Everywhere,Celeste Ng,2017,American,English
646,The Princess Bride,William Goldman,1973,American,English
39,Frankenstein,Mary Shelley,1818,British,English
304,Labyrinths,Jorge Luis Borges,1962,Argentinian,Spanish
1081,The Fifth Season,N. K. Jemisin,2015,American,English
2853,Indigo,Beverly Jenkins,1996,American,English
6,Moby-Dick,Herman Melville,1851,American,English
723,Blonde,Joyce Carol Oates,2000,American,English
750,The Underground Railroad,Colson Whitehead,2016,American,English
1332,The Song of Achilles,Madeline Miller,2011,American,English
1654,The Last Good Kiss,James Crumley,1978,American,English
725,The Joy Luck Club,Amy Tan,1989,American,English
301,"Winesburg, Ohio",Sherwood Anderson,1919,American,English
1226,The Blind Assassin,Margaret Atwood,2000,Canadian,English
1346,Winter's Tale,Mark Helprin,1983,American,English
1665,The House at Pooh Corner,A. A. Milne,1928,British,English
1365,Station Eleven,Emily St John Mandel,2014,Canadian,English
46,David Copperfield,Charles Dickens,1849,British,English
7674,Another Brooklyn,Jacqueline Woodson,2016,American,English
1069,Riders of the Purple Sage,Zane Grey,1912,American,English
64,Their Eyes Were Watching God,Zora Neale Hurston,1937,American,English
2361,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1989,American,English
647,Lud-in-the-Mist,Hope Mirrlees,1926,British,English
900,Where I'm Calling From,Raymond Carver,1988,American,English
2034,The Round House,Louise Erdrich,2012,American,English
779,Gone Girl,Gillian Flynn,2012,American,English
70,Pale Fire,Vladimir Nabokov,1962,American,English
408,A Visit From The Goon Squad,Jennifer Egan,2010,American,English
216,Watership Down,Richard Adams,1972,British,English
1094,The Namesake,Jhumpa Lahiri,2003,American,English
18,The Brothers Karamazov,Fyodor Dostoevsky,1880,Russian,Russian
1934,Parable of the Talents,Octavia E. Butler,1998,American,English
2171,Waiting,Ha Jin,1999,Chinese,English
421,Play It As It Lays,Joan Didion,1970,American,English
10,Anna Karenina,Leo Tolstoy,1877,Russian,Russian
851,Dandelion Wine,Ray Bradbury,1957,American,English
95,The Age of Innocence,Edith Wharton,1920,American,English
58,Midnight's Children,Salman Rushdie,1981,Indian,English
3432,Devil's Cub,Georgette Heyer,1932,British,English
329,Where the Wild Things Are,Maurice Sendak,1963,American,English
2656,Waiting to Exhale,Terry McMillan,1992,American,English
9,The Sound and the Fury,William Faulkner,1929,American,English
284,A Tree Grows in Brooklyn,Betty Smith,1943,American,English
2019,Sixty Stories,Donald Barthelme,1981,American,English
1074,Get Shorty,Elmore Leonard,1990,American,English
96,The Bell Jar,Sylvia Plath,1963,American,English
1677,Lake Wobegon Days,Garrison Keillor,1985,American,English
2766,The Nightingale,Kristin Hannah,2015,American,English
89,The Good Soldier,Ford Madox Ford,1915,British,English
1302,Normal People,Sally Rooney,2018,Irish,English
36,Alice's Adventures in Wonderland,Lewis Carroll,1865,British,English
1326,Olive Kitteridge,Elizabeth Strout,2008,American,English
305,The Amazing Adventures of Kavalier and Clay,Michael Chabon,2000,American,English
2599,An American Marriage,Tayari Jones,2018,American,English
1988,The Chosen,Chaim Potok,1967,American,English
1311,A Game of Thrones,George R. R. Martin,1996,American,English
1248,Selected Stories of Alice Munro,Alice Munro,1996,Canadian,English
765,Roots,Alex Haley,1976,American,English
242,Anne of Green Gables,L. M. Montgomery,1908,Canadian,English
2307,"Jimmy Corrigan, the Smartest Kid on Earth",Chris Ware,2000,American,English
958,Speedboat,Renata Adler,1976,American,English
27,The Grapes of Wrath,John Steinbeck,1939,American,English
1586,Jonathan Strange and Mr Norrell,Susanna Clarke,2004,British,English
448,A Death in the Family,James Agee,1957,American,English
180,Blood Meridian,Cormac McCarthy,1985,American,English
2945,Tipping The Velvet,Sarah Waters,1998,British,English
184,Howards End,E. M. Forster,1910,British,English
397,Underworld,Don DeLillo,1997,American,English
348,The God of Small Things,Arundhati Roy,1997,Indian,English
1395,Ubik,Philip K. Dick,1969,American,English
63,The Golden Notebook,Doris May Lessing,1962,British,English
1376,A Brief History of Seven Killings,Marlon James,2014,Jamaican,English
1406,Life After Life,Kate Atkinson,2013,British,English
2602,The Adventures of Captain Underpants,Dav Pilkey,1997,American,English
3,The Great Gatsby,F. Scott Fitzgerald,1925,American,English
